".row_id","1","185","546","915","190","272","1134","1238","1276","1241","518","349","571","1481","1397","1433","1251","1453","945","1434","IsAds"
2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ads"
4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"ads"
5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ads"
6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ads"
7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ads"
8,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,"ads"
9,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,"ads"
10,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,"ads"
11,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"ads"
16,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,"ads"
17,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,"ads"
19,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,"ads"
25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ads"
28,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"ads"
29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"ads"
30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"ads"
31,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,"ads"
32,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,"ads"
34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,"ads"
35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ads"
36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ads"
37,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"ads"
38,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ads"
39,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ads"
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"ads"
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"ads"
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"ads"
43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"ads"
44,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,"ads"
46,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ads"
47,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"ads"
48,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,"ads"
50,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"ads"
51,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,"ads"
52,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"ads"
53,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,"ads"
54,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,"ads"
55,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,"ads"
57,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,"ads"
59,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,"ads"
60,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,"ads"
61,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,"ads"
62,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,"ads"
63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"ads"
64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"ads"
65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"ads"
66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"ads"
67,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,"ads"
69,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"ads"
70,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,"ads"
73,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ads"
74,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"ads"
75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"ads"
76,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,"ads"
77,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"ads"
78,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ads"
79,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,"ads"
83,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,"ads"
88,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,"ads"
89,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,"ads"
90,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,"ads"
91,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,"ads"
92,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ads"
93,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,"ads"
94,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,"ads"
95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,"ads"
96,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,"ads"
97,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ads"
104,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ads"
107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"ads"
108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"ads"
109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"ads"
110,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ads"
111,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ads"
112,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ads"
113,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,"ads"
118,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,"ads"
119,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"ads"
120,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"ads"
121,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"ads"
123,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"ads"
125,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"ads"
126,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"ads"
127,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ads"
128,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ads"
129,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,"ads"
130,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"ads"
131,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"ads"
132,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ads"
134,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ads"
136,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,"ads"
137,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ads"
138,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,"ads"
140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"ads"
143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ads"
144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"ads"
145,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"ads"
146,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,"ads"
147,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ads"
148,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"ads"
150,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"ads"
