".row_id","Width","Height","Aspect_Ratio","1","185","546","915","190","272","1134","1238","1276","571","62","453","518","418","945","427","1380","1241","600","936","IsAds","y"
4,60,468,7.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ads",1
5,60,468,7.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ads",1
6,60,468,7.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ads",1
8,60,234,3.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ads",1
9,60,468,7.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ads",1
10,60,468,7.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ads",1
16,60,468,7.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ads",1
17,60,468,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ads",1
19,60,468,7.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ads",1
28,60,468,7.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ads",1
29,60,234,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ads",1
30,60,234,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ads",1
31,60,88,1.4666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ads",1
32,60,120,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ads",1
34,60,468,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ads",1
35,60,468,7.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ads",1
36,60,468,7.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ads",1
38,60,468,7.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ads",1
39,60,468,7.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ads",1
44,60,468,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ads",1
46,60,468,7.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ads",1
47,60,468,7.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ads",1
48,60,468,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ads",1
50,60,468,7.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ads",1
51,60,468,7.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ads",1
52,60,120,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ads",1
53,60,468,7.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ads",1
54,60,468,7.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ads",1
55,60,468,7.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"ads",1
57,60,468,7.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ads",1
59,60,468,7.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ads",1
60,60,234,3.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ads",1
61,60,234,3.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"ads",1
62,60,468,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ads",1
67,60,468,7.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ads",1
69,60,120,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ads",1
74,60,468,7.8,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ads",1
75,60,468,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ads",1
76,60,468,7.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ads",1
77,60,234,3.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ads",1
79,60,468,7.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ads",1
83,60,468,7.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ads",1
88,60,468,7.8,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,"ads",1
89,60,468,7.8,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"ads",1
90,60,468,7.8,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"ads",1
91,60,468,7.8,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"ads",1
92,60,468,7.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ads",1
93,60,234,3.9,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,"ads",1
94,60,234,3.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ads",1
95,60,234,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ads",1
96,60,234,3.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ads",1
104,60,95,1.5833,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ads",1
107,60,468,7.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ads",1
108,60,468,7.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ads",1
109,60,468,7.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ads",1
110,60,468,7.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ads",1
112,60,468,7.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ads",1
113,60,468,7.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"ads",1
129,60,468,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ads",1
130,60,468,7.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ads",1
131,60,468,7.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ads",1
132,60,468,7.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ads",1
134,60,468,7.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ads",1
136,60,468,7.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ads",1
137,60,468,7.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ads",1
138,60,468,7.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ads",1
140,60,468,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ads",1
143,60,468,7.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ads",1
144,60,468,7.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ads",1
145,60,468,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ads",1
146,60,468,7.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"ads",1
147,60,468,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ads",1
148,60,468,7.8,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ads",1
150,60,468,7.8,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ads",1
151,60,468,7.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ads",1
152,60,468,7.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ads",1
153,60,468,7.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ads",1
154,60,468,7.8,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ads",1
156,60,468,7.8,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ads",1
162,60,468,7.8,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ads",1
166,60,468,7.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ads",1
167,60,468,7.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ads",1
168,60,468,7.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ads",1
170,60,468,7.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ads",1
171,60,468,7.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ads",1
172,60,468,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ads",1
173,60,468,7.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ads",1
174,60,468,7.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ads",1
176,60,468,7.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ads",1
177,60,468,7.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ads",1
178,60,468,7.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ads",1
179,60,468,7.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ads",1
180,60,468,7.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ads",1
181,60,468,7.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ads",1
182,60,468,7.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ads",1
184,60,468,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ads",1
186,60,468,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ads",1
187,60,234,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ads",1
188,60,468,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ads",1
192,60,468,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ads",1
195,60,468,7.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ads",1
196,60,468,7.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ads",1
198,60,468,7.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ads",1
