".row_id","1","185","546","915","190","272","1134","1238","1276","571","62","453","518","418","945","427","1380","1241","600","936","IsAds"
4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ads"
5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ads"
6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ads"
8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ads"
9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ads"
10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ads"
16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ads"
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ads"
19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ads"
28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ads"
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ads"
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ads"
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ads"
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ads"
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ads"
35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ads"
36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ads"
38,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ads"
39,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ads"
44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ads"
46,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ads"
47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ads"
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ads"
50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ads"
