".row_id","Width","Height","Aspect_Ratio","1","185","546","915","190","272","1134","1238","1276","1241","518","349","571","1481","1397","1433","1251","1453","945","1434","IsAds","y"
2,57,468,8.2105,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ads",1
4,60,468,7.8,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"ads",1
5,60,468,7.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ads",1
6,60,468,7.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ads",1
7,59,460,7.7966,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ads",1
8,60,234,3.9,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,"ads",1
9,60,468,7.8,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,"ads",1
10,60,468,7.8,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,"ads",1
11,51,110,2.102,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"ads",1
16,60,468,7.8,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,"ads",1
17,60,468,7.8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,"ads",1
19,60,468,7.8,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,"ads",1
25,51,110,2.102,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ads",1
28,60,468,7.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"ads",1
29,60,234,3.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"ads",1
30,60,234,3.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"ads",1
31,60,88,1.4666,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,"ads",1
32,60,120,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,"ads",1
34,60,468,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,"ads",1
35,60,468,7.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ads",1
36,60,468,7.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ads",1
37,72,392,5.4444,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"ads",1
38,60,468,7.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ads",1
39,60,468,7.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ads",1
40,50,107,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"ads",1
41,50,107,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"ads",1
42,50,107,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"ads",1
43,50,107,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"ads",1
44,60,468,7.8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,"ads",1
46,60,468,7.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ads",1
47,60,468,7.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"ads",1
48,60,468,7.8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,"ads",1
50,60,468,7.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"ads",1
51,60,468,7.8,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,"ads",1
52,60,120,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"ads",1
53,60,468,7.8,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,"ads",1
54,60,468,7.8,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,"ads",1
55,60,468,7.8,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,"ads",1
57,60,468,7.8,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,"ads",1
59,60,468,7.8,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,"ads",1
60,60,234,3.9,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,"ads",1
61,60,234,3.9,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,"ads",1
62,60,468,7.8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,"ads",1
